image,ticker,date,slot,y_open,y_high,y_low,y_close,y_volume,window_min,window_max,vol_max,split
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-11_s03.png,ADA_USD,2025-10-11,3,0.6929228246585849,0.71068234545933,0.6699509562975671,0.676025085842114,0.06506587685651558,0.3361926078796386,0.8226950764656067,2635035264.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-19_s07.png,ADA_USD,2025-09-19,7,0.15543959964113133,0.21114492428120807,0.0,0.07214731723141743,0.1034074372720343,0.88744056224823,0.936343789100647,60956544.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-06_s03.png,ADA_USD,2025-10-06,3,0.6268700198535737,0.7000638623597205,0.5738796906283412,0.6260012072416011,0.016315988954464237,0.830327570438385,0.8632578253746033,118201600.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-11-05_s00.png,ADA_USD,2025-11-05,0,0.3970302225595148,0.4555140194522859,0.04871617469767663,0.4555140194522859,0.5423733856904184,0.4944241940975189,0.5623698830604553,262403200.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-19_s06.png,ADA_USD,2025-09-19,6,0.12008967496874358,0.12392557875473324,0.009121172878342054,0.04320825148758393,0.2419475749806288,0.8932862877845764,0.936343789100647,60956544.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-13_s06.png,ADA_USD,2025-09-13,6,0.4473448793704373,0.5548807371426133,0.3798528889137229,0.5514360106292187,0.021343701627365753,0.903908669948578,0.9522709846496582,297275520.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-02_s07.png,ADA_USD,2025-10-02,7,0.8221031852503613,0.9245394391870101,0.696609139348466,0.8187396114394233,0.22416956169852642,0.8391518592834473,0.8771980404853821,110865792.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-24_s04.png,ADA_USD,2025-09-24,4,0.7107594484429638,0.999999703301872,0.6779262451064073,0.9830278056168061,0.2736680115169731,0.7953492403030396,0.829053521156311,141815040.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-10_s02.png,ADA_USD,2025-10-10,2,0.986869526714527,0.9999995874023894,0.5391465076980843,0.7503980928427517,0.1567920405148367,0.7978665828704834,0.8221032619476318,81359232.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-23_s00.png,ADA_USD,2025-09-23,0,0.361209964287486,0.42977008139516276,0.07168119834651024,0.07168119834651024,0.005889671707172091,0.8081479668617249,0.8570182919502258,710167936.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-31_s06.png,ADA_USD,2025-10-31,6,0.29917598488108726,0.7153100403017354,0.281552097920625,0.5010066576132312,0.3039601961987867,0.5950219035148621,0.6189971566200256,46294272.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-12_s02.png,ADA_USD,2025-09-12,2,0.9157570211542366,0.9280742414164979,0.6449979373788962,0.6537268837965563,0.2769704888867835,0.8739492893218994,0.9078522324562072,194547456.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-14_s07.png,ADA_USD,2025-09-14,7,0.19369934678679984,0.30134475987927595,0.1287945090723562,0.15431016094113287,0.6632077443952702,0.8814895749092102,0.9303984642028807,72247552.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-29_s02.png,ADA_USD,2025-10-29,2,0.1742992270245051,0.2129679448012655,0.06878435861979648,0.06878435861979648,0.048148543127110144,0.6394695043563843,0.6719440817832947,304263744.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-11-08_s00.png,ADA_USD,2025-11-08,0,0.7796022059984803,0.9999998583494923,0.7707159188213916,0.9181700290665058,0.26833513444102103,0.5208719968795776,0.5914682745933533,165468544.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-18_s01.png,ADA_USD,2025-10-18,1,0.7165697517932599,0.7909512600633227,0.6298075973728741,0.7056239160023424,0.015983591124854084,0.5953894853591919,0.6436195373535156,346723584.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-27_s07.png,ADA_USD,2025-09-27,7,0.15129248062338152,0.6326460199251525,0.1362220509917807,0.24983845753616016,0.5664901228227671,0.7775281667709351,0.7941473722457886,16325312.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-16_s00.png,ADA_USD,2025-10-16,0,0.13163382782731398,0.23425540686447766,0.10222244534010683,0.2099373427213459,0.40594673748479804,0.662029504776001,0.7132514119148254,41257984.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-11_s04.png,ADA_USD,2025-10-11,4,0.6913590475773262,0.6913590475773262,0.6516360425886819,0.6596207572242063,0.03117406780936348,0.3361926078796386,0.8128676414489746,2635035264.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-29_s05.png,ADA_USD,2025-09-29,5,0.9852015106604864,0.9852015106604864,0.3311538835663752,0.4801312497148556,0.39437211021876767,0.7882753610610962,0.8149598836898804,149395392.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-02_s00.png,ADA_USD,2025-10-02,0,0.8489733736311502,0.9999998372940426,0.8271091632189603,0.9693569694122968,0.3513167505307976,0.7982586622238159,0.8597192168235779,158071552.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-21_s07.png,ADA_USD,2025-10-21,7,0.5129338795112598,0.5602570246764824,0.07305042074372119,0.10520631753418817,0.5340478843311639,0.6379467248916626,0.6845465898513794,173126528.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-25_s00.png,ADA_USD,2025-09-25,0,0.5253135687983813,0.5650649823823044,0.1957948996771974,0.3590413178608409,0.5811734495861652,0.7953492403030396,0.829053521156311,141815040.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-17_s05.png,ADA_USD,2025-10-17,5,0.3148092106573644,0.6060981125329856,0.3148092106573644,0.5252329367121281,0.0763000880839995,0.5953894853591919,0.6550389528274536,346723584.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-19_s03.png,ADA_USD,2025-09-19,3,0.30652192307735415,0.374156478003357,0.0,0.033340523540976184,0.35342221153546444,0.8952683806419373,0.9377757906913756,172475136.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-21_s05.png,ADA_USD,2025-09-21,5,0.33166589386965456,0.39564526256167415,0.0,0.31340391196724476,0.40706405743904733,0.8779789209365845,0.902324080467224,98025024.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-25_s07.png,ADA_USD,2025-09-25,7,0.134413878775312,0.27826253084599667,0.0499188952081629,0.07788925964227479,0.3277061391758619,0.7583513855934143,0.8143943548202515,244625408.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-11-01_s07.png,ADA_USD,2025-11-01,7,0.813082453654986,0.8232079623736082,0.35089965852695953,0.594999308426548,0.2771557091939708,0.604922354221344,0.6165424585342407,35768832.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-15_s01.png,ADA_USD,2025-10-15,1,0.8342508675444048,0.8538993207659163,0.6079868141476459,0.8244789176079871,0.07353314615067269,0.6663290858268738,0.7056651711463928,159786880.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-04_s07.png,ADA_USD,2025-10-04,7,0.12411504693423245,0.25285963224403535,0.12410622204217074,0.15380904374345766,0.23920846472931936,0.8347280621528625,0.8684988021850586,43755776.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-11-01_s04.png,ADA_USD,2025-11-01,4,0.6495804256763709,0.7688544834286267,0.36222927864541815,0.37007543574464624,0.1620628820085598,0.6004103422164917,0.6185739636421204,35768832.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-07_s06.png,ADA_USD,2025-10-07,6,0.0894826666615512,0.17368039256284346,0.0,0.12877145608604645,0.28678481910245734,0.8249427676200867,0.8797097206115723,114083584.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-26_s07.png,ADA_USD,2025-09-26,7,0.8031491417652855,0.9351860784772555,0.7921709769519968,0.898378186898653,0.08326632630324636,0.7594163417816162,0.7959017753601074,39637632.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-20_s02.png,ADA_USD,2025-09-20,2,0.5129581097593913,0.7953538055253389,0.3986300343855308,0.3986300343855308,0.09500171138311252,0.88744056224823,0.9111728072166444,60956544.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-11-04_s02.png,ADA_USD,2025-11-04,2,0.03160845122473053,0.2518724670708039,0.0,0.12260987682742462,0.30133418541137885,0.5324831604957581,0.5842329263687134,382162176.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-18_s02.png,ADA_USD,2025-09-18,2,0.7560500222415071,0.8959572932146255,0.6194851359115664,0.8937417811784216,0.24371697538457934,0.8643445372581482,0.9235856533050536,437007360.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-28_s07.png,ADA_USD,2025-09-28,7,0.6371848726081502,0.9999997792565011,0.6169265195372106,0.9314092613672271,0.9999999999999999,0.7659273147583008,0.8112287521362305,103475840.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-17_s04.png,ADA_USD,2025-10-17,4,0.2916994845128943,0.3915477033188403,0.1867878448259819,0.2510375757416091,0.31058765243958714,0.5953894853591919,0.6705983281135559,346723584.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-18_s02.png,ADA_USD,2025-10-18,2,0.8036851248918572,0.9999997639562326,0.7563222168589537,0.8756566541344656,0.015020500177975822,0.5953894853591919,0.637754499912262,194183680.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-11-07_s05.png,ADA_USD,2025-11-07,5,0.2578704535777718,0.9999998200346798,0.2408106001936026,0.9999998200346798,1.0,0.5208719968795776,0.5764382481575012,165468544.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-02_s02.png,ADA_USD,2025-10-02,2,0.7784216114123126,0.9999997211916083,0.7609774079956801,0.8265946673941493,0.4689732406752102,0.8270118236541748,0.8628787398338318,158071552.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-20_s05.png,ADA_USD,2025-09-20,5,0.5938470829104269,0.8545746848580349,0.3659413431431504,0.38363748665465497,0.5643198722455104,0.88744056224823,0.906316101551056,14748288.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-18_s04.png,ADA_USD,2025-10-18,4,0.8764812080278265,0.9999996246726032,0.5485767579654954,0.6837931044571475,0.07634507451132182,0.6141676902770996,0.6408110857009888,26455040.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-09_s03.png,ADA_USD,2025-10-09,3,0.0052053189363796696,0.2771211977578953,0.0,0.25891605206893353,0.8125800046548161,0.8032974004745483,0.8453329801559448,70395904.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-11-06_s07.png,ADA_USD,2025-11-06,7,0.23138412234376113,0.5203089451454018,0.21586124866203088,0.4414138406320204,0.3490459181392298,0.5190049409866333,0.546090841293335,51531008.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-08_s00.png,ADA_USD,2025-10-08,0,0.02321200831732088,0.1816288589932158,0.015440815615983346,0.12094974360027452,0.23436009864486723,0.8196147680282593,0.8736035227775574,114083584.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-25_s06.png,ADA_USD,2025-10-25,6,0.5784186861700192,0.9999989557456972,0.5409363088094699,0.8359217472432988,0.5908585687059857,0.649013876914978,0.6585900783538818,22801856.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-11-05_s07.png,ADA_USD,2025-11-05,7,0.9087700017992042,0.9810123409951905,0.8362782416234663,0.9476353849337631,0.23917080905386287,0.4977342486381531,0.5488742589950562,142320512.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-11_s07.png,ADA_USD,2025-09-11,7,0.3884050538883363,0.9999995348450649,0.37979909138373646,0.9419924641230164,0.2947625062550564,0.8739492893218994,0.8954474925994873,174195072.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-29_s04.png,ADA_USD,2025-09-29,4,0.44125205241883714,0.9999997233606002,0.3088190549970074,0.9926505791115203,1.0,0.7788117527961731,0.8149598836898804,149395392.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-26_s00.png,ADA_USD,2025-10-26,0,0.5717774213670126,0.7084244012031968,0.024928083913816068,0.02850079806276249,0.9999999999999993,0.649013876914978,0.6585900783538818,17998816.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-12_s03.png,ADA_USD,2025-09-12,3,0.6533277960147217,0.6533277960147217,0.444879149084234,0.444879149084234,0.14130845278182408,0.8739492893218994,0.9078522324562072,194547456.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-29_s00.png,ADA_USD,2025-10-29,0,0.15131971661964372,0.16471568670884698,0.06585297456896883,0.11322971356994141,0.29112847569508643,0.6394695043563843,0.6842175722122192,304263744.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-19_s04.png,ADA_USD,2025-10-19,4,0.5785439050434942,0.9999997067592722,0.466601043672402,0.9999997067592722,0.6574037954060441,0.6234883666038513,0.6575900316238403,119929408.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-17_s03.png,ADA_USD,2025-09-17,3,0.6389236344839547,0.6389236344839547,0.3929115990785458,0.47778785046799327,0.07689783519749485,0.8598865270614624,0.8864352107048035,68263040.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-05_s06.png,ADA_USD,2025-10-05,6,0.2748646125693172,0.28917266981542394,0.0,0.12574773430973643,0.736961519108767,0.830327570438385,0.8797882199287415,160390464.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-30_s01.png,ADA_USD,2025-10-30,1,0.7234071708908422,0.7267867533166444,0.0,0.500977141767762,0.5615933909932133,0.6237898468971252,0.6565411686897278,209633920.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-19_s03.png,ADA_USD,2025-10-19,3,0.1620272854054191,0.9999996072916072,0.0,0.7788198749484041,0.9999999999999999,0.6234883666038513,0.6489525437355042,119929408.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-14_s03.png,ADA_USD,2025-10-14,3,0.2351755206179814,0.28026189612611474,0.0,0.16697956741297976,0.2802635266024196,0.6663290858268738,0.7349956035614014,210122240.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-17_s06.png,ADA_USD,2025-10-17,6,0.5345170736087715,0.5984087401710007,0.45761147493176835,0.584836864479408,0.03411058418224011,0.5953894853591919,0.6539318561553955,346723584.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-31_s00.png,ADA_USD,2025-10-31,0,0.20952855189003924,0.38070877007820714,0.20819610978683864,0.3191970678627691,0.3564544376692097,0.5889028906822205,0.647593080997467,129874304.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-13_s01.png,ADA_USD,2025-09-13,1,0.8255168502416613,0.8868006271496721,0.7784846800940262,0.7928530267525132,0.12223373824920837,0.8848426938056946,0.935900330543518,165612672.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-31_s02.png,ADA_USD,2025-10-31,2,0.4571791312966818,0.49214219247905405,0.4047025763509378,0.4847058151829263,0.10491177685156255,0.5889028906822205,0.6401846408843994,129874304.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-28_s02.png,ADA_USD,2025-10-28,2,0.642763362112907,0.6535900255272539,0.0,0.020355635151200868,0.5858866444501518,0.6431090831756592,0.6842175722122192,304263744.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-29_s06.png,ADA_USD,2025-09-29,6,0.44355707871250283,0.9330684733587167,0.27209497264887794,0.9330684733587167,0.33028959822268145,0.7899749875068665,0.8149598836898804,149395392.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-15_s02.png,ADA_USD,2025-09-15,2,0.7191928701385989,0.7220136595016349,0.0,0.005353110905147332,1.0,0.8572931289672852,0.9188673496246338,353849984.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-11-05_s04.png,ADA_USD,2025-11-05,4,0.7168451810431482,0.8736570185668432,0.7089029066142312,0.8601382312201236,0.15162010219387567,0.4944241940975189,0.5511374473571777,262403200.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-27_s04.png,ADA_USD,2025-09-27,4,0.5722507557074781,0.6750123843406806,0.5125114202051128,0.6411614209720681,0.0,0.7674490809440613,0.7959017753601074,27790208.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-26_s06.png,ADA_USD,2025-09-26,6,0.8160762575640287,0.9999997259180917,0.7467929287349251,0.8012148936791347,0.06757082570242905,0.7594163417816162,0.7959017753601074,80165248.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-30_s06.png,ADA_USD,2025-10-30,6,0.19163408812739835,0.19163408812739835,0.0,0.09716635062097186,0.2583825049795839,0.5889028906822205,0.654810905456543,129874304.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-20_s05.png,ADA_USD,2025-10-20,5,0.810008887346944,0.8402674081161446,0.4663257184777215,0.5571513833947965,1.0,0.6409391760826111,0.6754390597343445,136929024.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-11-01_s06.png,ADA_USD,2025-11-01,6,0.541437726846076,0.9070845168654563,0.5371443880428913,0.8144827899671359,0.03000959047250969,0.604922354221344,0.6165424585342407,35768832.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-18_s05.png,ADA_USD,2025-10-18,5,0.5487693476857411,0.7211089183920226,0.25999371826627776,0.7211089183920226,0.07395909245493851,0.6221791505813599,0.6408110857009888,26346240.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-12_s06.png,ADA_USD,2025-09-12,6,0.8047012813326417,0.989541336331206,0.7776199993446542,0.9647457756808442,0.6862304280144378,0.8821142911911011,0.9078522324562072,194547456.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-10-18_s07.png,ADA_USD,2025-10-18,7,0.7046370043862246,0.7088001025655861,0.5047212583654545,0.6136471991437499,0.08474226303259969,0.6243747472763062,0.6408110857009888,26346240.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-15_s06.png,ADA_USD,2025-09-15,6,0.10683491400405605,0.1791184851032558,0.06190569663789494,0.14547542667115992,0.11035058291821202,0.854850709438324,0.9021651148796082,353849984.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-11-07_s04.png,ADA_USD,2025-11-07,4,0.4013677149793986,0.5446131481906925,0.06312100765144434,0.5446131481906925,0.9999999999999998,0.5190049409866333,0.5485839247703552,69811520.0,train
C:\Users\LOQ\Desktop\MINI-PROJECT\miniproj\images\ADA_USD_2025-09-26_s01.png,ADA_USD,2025-09-26,1,0.43745649141741244,0.5020773141618833,0.3354724472865855,0.35018081470750784,0.01204623846759205,0.7583513855934143,0.7992079854011536,244625408.0,train
